name,DOID,ai
obsolete non-mucinous bronchioloalveolar lung carcinoma,5358,
obsolete pure BAC,5359,
obsolete persistent disorder of initiating or maintaining sleep,536,
obsolete AD-BAC,5360,
obsolete mixed mucinous and non-mucinous bronchioloalveolar lung carcinoma,5361,
focal epithelial hyperplasia,5362,
myxoid liposarcoma,5363,
pulmonary coin lesion,5364,
Wolffian duct adenocarcinoma,5368,
obsolete ovine progressive interstitial pneumonia,5369,
breast hemangiopericytoma,5370,
retroperitoneal hemangiopericytoma,5373,
pilomatrixoma,5374,
hair follicle neoplasm,5375,
skin pilomatrix carcinoma,5376,
hemoglobin D disease,5378,
hemoglobin E disease,5379,
internuclear ophthalmoplegia,538,
obsolete lupus vulgaris,5380,
bile duct adenoma,5381,
Bartholin's gland adenoma,5382,
bile duct cystadenoma,5384,
mixed cell adenoma,5385,
lung adenoma,5386,
middle ear adenoma,5387,
oxyphilic adenoma,5389,
ophthalmoplegia,539,
clear cell adenoma,5390,
bronchus adenoma,5391,
acidophil adenoma,5392,
brain angioma,5393,
prolactinoma,5394,
functioning pituitary adenoma,5395,
prolactin producing pituitary tumor,5396,
obsolete ductal adenoma,5397,
lipoadenoma,5398,
obsolete ovine pulmonary adenomatosis,5399,
strabismus,540,
obsolete trabecular adenoma,5400,
water-clear cell adenoma,5401,
vaginal adenoma,5402,
microcystic adenoma,5403,
obsolete atypical adenoma,5404,
Paget's disease of bone,5408,
lung small cell carcinoma,5409,
obsolete convergence insufficiency or palsy,541,
pulmonary neuroendocrine tumor,5410,
lung oat cell carcinoma,5411,
lung occult small cell carcinoma,5414,
obsolete recurrent small cell lung cancer,5416,
schizoaffective disorder,5418,
schizophrenia,5419,
lung combined type small cell carcinoma,5421,
obsolete combined carcinoma of lung,5422,
obsolete central nervous system hemangioblastoma,5423,
ovarian hyperstimulation syndrome,5425,
premature ovarian failure,5426,
urinary bladder villous adenoma,5427,
bladder flat intraepithelial lesion,5429,
dystonia,543,
obsolete intraurothelial neoplasia,5430,
bladder papillary transitional cell neoplasm,5432,
urinary tract papillary transitional cell benign neoplasm,5433,
scrapie,5434,
variant Creutzfeldt-Jakob disease,5435,
intrahepatic bile duct adenoma,5437,
extrahepatic bile duct adenoma,5438,
papillary hidradenoma,5439,
eccrine acrospiroma,5442,
clear cell hidradenoma,5443,
spiradenoma,5444,
syringocystadenoma papilliferum,5445,
eccrine papillary adenoma,5446,
pulmonary venoocclusive disease,5453,
obsolete pulmonary vascular disorder,5455,
obsolete spinal vascular disorder,5456,
laryngeal neuroendocrine tumor,5457,
obsolete contagious pleuropneumonia,5460,
obsolete primary Mycoplasma infectious disease,5461,
obsolete African swine fever,5462,
cochlear disease,5463,
conjunctival intraepithelial neoplasm,5465,
conjunctival cancer,5467,
biliary papillomatosis,5468,
biliary tract intraductal papillary mucinous neoplasm,5469,
obsolete tumor of the thecoma fibroma group,5472,
ovarian serous adenofibroma,5474,
uterine corpus adenofibroma,5475,
cervical adenofibroma,5476,
clear cell adenofibroma,5477,
fallopian tube adenofibroma,5478,
papillary adenofibroma,5479,
obsolete malignant hypertensive heart disease,548,
ovarian endometrioid adenofibroma,5480,
cystadenofibroma,5482,
fibrous synovial sarcoma,5484,
synovial sarcoma,5485,
obsolete metastatic synovial sarcoma,5486,
spindle cell synovial sarcoma,5487,
mediastinum synovial sarcoma,5488,
obsolete adult synovial sarcoma,5489,
obsolete pediatric synovial sarcoma,5491,
biphasic synovial sarcoma,5492,
obsolete recurrent synovial sarcoma,5493,
epithelioid cell synovial sarcoma,5494,
monophasic synovial sarcoma,5495,
obsolete nonmetastatic synovial sarcoma,5496,
obsolete Hepadnaviridae infectious disease,5497,
cellular ependymoma,5500,
Pediculus humanus capitis infestation,5501,
lice infestation,5502,
spinal cord ependymoma,5503,
tanycytic ependymoma,5504,
papillary ependymoma,5505,
clear cell ependymoma,5507,
brain stem ependymoma,5508,
pediatric ependymoma,5509,
toxic pneumonitis,551,
pineal dysgerminoma,5510,
dysgerminoma of ovary,5511,
Pediculus humanus corporis infestation,5513,
breast squamous cell carcinoma,5514,
nasal cavity squamous cell carcinoma,5515,
gastric squamous cell carcinoma,5516,
stomach carcinoma,5517,
penis squamous cell carcinoma,5518,
colon squamous cell carcinoma,5519,
pneumonia,552,
head and neck squamous cell carcinoma,5520,
keratinizing squamous cell carcinoma,5521,
basaloid squamous cell carcinoma,5522,
adenoid squamous cell carcinoma,5524,
anal squamous cell carcinoma,5525,
middle ear squamous cell carcinoma,5526,
ampulla of Vater squamous cell carcinoma,5527,
rectum squamous cell carcinoma,5528,
lacrimal gland squamous cell carcinoma,5529,
thymus squamous cell carcinoma,5530,
ovarian squamous cell carcinoma,5531,
ovarian squamous cell neoplasm,5532,
endometrial squamous cell carcinoma,5533,
renal pelvis squamous cell carcinoma,5534,
gallbladder squamous cell carcinoma,5535,
sarcomatoid squamous cell skin carcinoma,5536,
squamous cell bile duct carcinoma,5537,
external ear squamous cell carcinoma,5538,
ureter squamous cell carcinoma,5539,
fallopian tube squamous cell carcinoma,5540,
anal neuroendocrine tumor,5545,
femoral cancer,5546,
pulmonary artery choriocarcinoma,5547,
obsolete CNS choriocarcinoma,5549,
choriocarcinoma of ovary,5550,
choriocarcinoma of the testis,5551,
obsolete mediastinum choriocarcinoma,5552,
pineal region choriocarcinoma,5553,
testicular malignant germ cell cancer,5556,
testicular germ cell cancer,5557,
mediastinal cancer,5559,
mediastinal mesenchymal tumor,5560,
gastric teratoma,5561,
obsolete dermoid cyst with malignant transformation,5562,
malignant teratoma,5563,
fallopian tube teratoma,5564,
adult teratoma,5565,
mature teratoma,5566,
ovarian germ cell teratoma,5567,
mediastinum teratoma,5568,
malignant syringoma,5569,
kidney disease,557,
malignant acrospiroma,5570,
Beckwith-Wiedemann syndrome,5572,
obsolete classical swine fever,5573,
VIPoma,5574,
obsolete delayed puberty,5575,
inhibited male orgasm,5576,
gastrinoma,5577,
obsolete small intestinal gastrinoma,5578,
gastric gastrinoma,5579,
obsolete acute pyelonephritis without lesion of renal medullary necrosis,558,
pancreatic gastrinoma,5580,
lung giant cell carcinoma,5583,
Ferguson-Smith tumor,5585,
Volkmann contracture,5587,
lung papillary adenocarcinoma,5588,
acute pyelonephritis,559,
aggressive digital papillary adenocarcinoma,5590,
eccrine papillary adenocarcinoma,5591,
breast papillary carcinoma,5592,
gastric papillary adenocarcinoma,5593,
obsolete intraductal papillary adenocarcinoma with invasion,5594,
papillary thymic adenocarcinoma,5595,
fallopian tube papillary adenocarcinoma,5597,
fallopian tube serous adenocarcinoma,5598,
precursor T-lymphoblastic lymphoma/leukemia,5599,
jaw-winking syndrome,560,
precursor lymphoblastic lymphoma/leukemia,5600,
obsolete T-cell neoplasm,5601,
T-cell adult acute lymphocytic leukemia,5602,
acute T cell leukemia,5603,
adult acute lymphocytic leukemia,5604,
breast medullary carcinoma,5605,
dental pulp calcification,5608,
obsolete congenital adrenal gland disorder,5609,
trigeminal nerve disease,561,
obsolete anaplastic intraspinal meningioma,5611,
spinal cancer,5612,
obsolete anaplastic meningioma,5613,
eye disease,5614,
spinal canal intradural extramedullary neoplasm,5615,
obsolete intraepithelial neoplasm,5616,
third cranial nerve disease,562,
histiocytic and dendritic cell cancer,5621,
obsolete Major puerperal infectious disease,5622,
adenosquamous breast carcinoma,5623,
adenosquamous bile duct carcinoma,5624,
esophageal adenosquamous carcinoma,5625,
thymus adenosquamous carcinoma,5626,
adenosquamous gallbladder carcinoma,5627,
ampulla of Vater adenosquamous carcinoma,5628,
adenosquamous colon carcinoma,5629,
obsolete primary Fusobacteriaceae infectious disease,563,
Bartholin's gland adenosquamous carcinoma,5630,
endometrial adenosquamous carcinoma,5631,
optic nerve sheath meningioma,5632,
obsolete visual pathway meningioma,5633,
adenosquamous prostate carcinoma,5634,
gastric adenosquamous carcinoma,5635,
cervical adenosquamous carcinoma,5636,
pancreatic adenosquamous carcinoma,5637,
malignant giant cell tumor of soft parts,5638,
rete testis neoplasm,5639,
diffuse pulmonary fibrosis,5641,
localized pulmonary fibrosis,5642,
urethral villous adenoma,5643,
tricuspid valve prolapse,5644,
choroid plexus carcinoma,5648,
obsolete solid carcinoma,5649,
bilateral hypoactive labyrinth,565,
obsolete anaplastic carcinoma,5651,
obsolete metaplastic carcinoma,5652,
chiasmal syndrome,5655,
cranial nerve disease,5656,
lipid-rich carcinoma,5658,
obsolete invasive carcinoma,5659,
labyrinthine dysfunction,566,
lymphoepithelioma-like carcinoma,5660,
pleomorphic carcinoma,5662,
obsolete helicobacter pylori-related carcinoma,5663,
external ear cancer,5665,
sweat gland carcinoma,5667,
comedo carcinoma,5670,
large intestine cancer,5672,
cribriform carcinoma,5675,
extragonadal nonseminomatous germ cell tumor,5677,
nerve fibre bundle defect,5678,
retinal disease,5679,
embryonal testis carcinoma,5680,
ovarian embryonal carcinoma,5681,
hereditary breast ovarian cancer syndrome,5683,
"spondyloepimetaphyseal dysplasia, Sponastrime type",5684,
obsolete flat adenoma syndrome,5687,
Werner syndrome,5688,
well-differentiated liposarcoma,5690,
visual cortex disease,5691,
cellular myxoid liposarcoma,5692,
adult liposarcoma,5693,
esophagus liposarcoma,5694,
pediatric liposarcoma,5695,
larynx liposarcoma,5696,
liposarcoma of the ovary,5697,
fibroblastic liposarcoma,5698,
kidney liposarcoma,5699,
aortic valve insufficiency,57,
gastric liposarcoma,5700,
breast liposarcoma,5701,
pleomorphic liposarcoma,5702,
mixed liposarcoma,5703,
sclerosing liposarcoma,5704,
spindle cell liposarcoma,5705,
obsolete liposarcoma nonmetastatic,5707,
obsolete liposarcoma metastatic,5708,
mixed-type liposarcoma,5709,
median neuropathy,571,
obsolete liposarcoma recurrent,5710,
vulvar liposarcoma,5711,
cutaneous liposarcoma,5712,
mediastinum liposarcoma,5713,
intracranial liposarcoma,5714,
functionless pituitary adenoma,5715,
hormone producing pituitary cancer,5716,
obsolete recurrent pituitary tumor,5717,
adrenal neuroblastoma,5718,
adrenal medulla cancer,5719,
mononeuritis of upper limb and mononeuritis multiplex,572,
obsolete neuroblastomas of the adrenal gland and sympathetic nervous system,5720,
optic atrophy,5723,
seminal vesicle cystadenoma,5724,
rete ovarii cystadenoma,5725,
uterine ligament papillary cystadenoma,5726,
uterine ligament cancer,5727,
diffuse peritoneal leiomyomatosis,5728,
intravenous leiomyomatosis,5729,
nerve compression syndrome,573,
salpingitis isthmica nodosa,5730,
chronic salpingitis,5731,
pyosalpinx,5732,
salpingitis,5733,
obsolete secondary myelofibrosis,5738,
peripheral nervous system disease,574,
small intestinal vasoactive intestinal peptide producing tumor,5740,
pancreatic vasoactive intestinal peptide producing tumor,5741,
pancreatic acinar cell adenocarcinoma,5742,
acinic cell breast carcinoma,5743,
ovary serous adenocarcinoma,5744,
ovarian serous cystadenocarcinoma,5746,
uterine ligament serous adenocarcinoma,5747,
rheumatic pulmonary valve disease,5748,
pulmonary valve disease,5749,
uterine corpus serous adenocarcinoma,5750,
pancreatic serous cystadenocarcinoma,5751,
cervical serous adenocarcinoma,5752,
endocervicitis,5757,
malignant mesenchymoma,5758,
sebaceous gland neoplasm,5759,
proteinuria,576,
sebaceous breast carcinoma,5760,
vulvar sebaceous carcinoma,5761,
lung clear cell-sugar-tumor,5763,
lung meningioma,5764,
obsolete primary ectopic meningioma,5765,
pulmonary sclerosing hemangioma,5766,
hilar lung neoplasm,5767,
Nager acrofacial dysostosis,5768,
verruciform xanthoma of skin,5769,
obsolete Mycobacterium avium-intracellulare lymphadenitis,5770,
obsolete Mycobacterium avium complex lymphadenitis,5771,
central nervous system hematologic cancer,5772,
oral submucous fibrosis,5773,
giant hemangioma,5774,
cavernous hemangioma of colon,5775,
cavernous hemangioma of face,5776,
rectum neuroendocrine neoplasm,5777,
obsolete urination disorder,578,
atrophic flaccid tympanic membrane,5781,
tympanic membrane disease,5782,
esophageal neuroendocrine tumor,5784,
obsolete recurrent hepatoblastoma,5785,
obsolete recurrent childhood cancer of liver,5786,
mixed hepatoblastoma,5789,
obsolete resectable hepatoblastoma,5790,
obsolete hepatoblastoma with pure fetal epithelial differentiation,5792,
obsolete nonresectable hepatoblastoma,5796,
obsolete mixed hepatoblastoma with teratoid features,5797,
macrotrabecular hepatoblastoma,5798,
acute urate nephropathy,580,
obsolete hepatoblastoma with combined fetal epithelial differentiation,5802,
discrete subaortic stenosis,5804,
subvalvular aortic stenosis,5805,
stork bite,5806,
childhood parosteal osteogenic sarcoma,5809,
obsolete gouty nephropathy,581,
adenosine deaminase deficiency,5810,
MHC class II deficiency,5812,
purine nucleoside phosphorylase deficiency,5813,
cerebral lymphoma,5815,
obsolete ALPS-associated lymphoma,5818,
obsolete localized lymphoma,5819,
hemoglobinuria,582,
composite lymphoma,5820,
methotrexate-associated lymphoproliferation,5821,
gray zone lymphoma,5822,
pediatric lymphoma,5823,
adult lymphoma,5825,
breast lymphoma,5826,
endometrioid ovary carcinoma,5828,
uterine ligament endometrioid adenocarcinoma,5829,
hemolytic anemia,583,
cervical endometrioid adenocarcinoma,5830,
fallopian tube endometrioid adenocarcinoma,5831,
obsolete metastatic endometrioid carcinoma,5832,
spermatocytoma,5834,
extragonadal seminoma,5838,
testis seminoma,5842,
posteroinferior myocardial infarction,5843,
myocardial infarction,5844,
anterolateral myocardial infarction,5845,
septal myocardial infarction,5846,
posterior myocardial infarction,5847,
apical myocardial infarction,5848,
subendocardial myocardial infarction,5849,
nephrolithiasis,585,
inferior myocardial infarction,5850,
posterolateral myocardial infarction,5851,
inferolateral myocardial infarct,5852,
lateral myocardial infarction,5853,
silent myocardial infarction,5854,
anteroseptal myocardial infarction,5855,
obsolete secondary chondrosarcoma,5857,
periosteal chondrosarcoma,5859,
myxoid chondrosarcoma,5861,
localized chondrosarcoma,5862,
obsolete recurrent chondrosarcoma,5863,
obsolete metastatic chondrosarcoma,5865,
juxtacortical chondrosarcoma,5866,
clear cell chondrosarcoma,5867,
obsolete tuberculous lung cavity,587,
eosinophilic pneumonia,5870,
obsolete placental necrosis,5872,
retroperitoneal germ cell neoplasm,5874,
retroperitoneal cancer,5875,
apocrine sweat gland neoplasm,5876,
endocardium cancer,5877,
benign intermediate mesothelioma,5884,
obsolete mixed embryonal carcinoma and teratoma with seminoma of the testis,5886,
obsolete congenital cystic kidney disease,5888,
obsolete anaplastic ependymoma,5889,
congenital hemolytic anemia,589,
malignant adult ependymoma,5890,
childhood malignant mesenchymoma,5893,
adult malignant mesenchymoma,5894,
clear cell cystadenofibroma,5895,
ovarian clear cell cystadenofibroma,5896,
ovarian clear cell adenofibroma,5897,
meningeal melanocytoma,5900,
penis non-invasive verrucous carcinoma,5907,
penis verrucous carcinoma,5908,
phobic disorder,591,
brachial plexus neoplasm,5913,
nonencapsulated sclerosing carcinoma,5914,
uterus intravascular leiomyomatosis,5915,
uterine corpus leiomyomatosis,5916,
uterine corpus diffuse leiomyomatosis,5917,
